track_name,artist_name,year,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,gender,ethnicity
FEFE,6ix9ine,2018,125,C#,Major,93,37,38,8,0,13,41,Male,Multiracial
Dura,Daddy Yankee,2018,95,C#,Major,78,83,84,17,0,41,5,Male,Hispanic (Puerto Rican)
CorazÃ³n (feat. Nego do Borel),Maluma,2018,198,A,Minor,72,74,73,32,0,19,24,Male,Hispanic (Colombian)
Plug Walk,Rich The Kid,2018,94,B,Major,87,15,51,20,0,10,14,Male,Black (American)
Solo (feat. Demi Lovato),Clean Bandit,2018,105,B,Minor,73,56,63,4,0,35,4,Group,White (British)
MotorSport,Migos,2018,137,D,Major,90,18,51,3,0,32,18,Group,Black (American)
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,2018,137,C#,Major,64,37,70,0,0,12,29,Male,Black (American)
1950,King Princess,2018,71,E,Major,60,26,53,64,0,16,10,Female,White (American)
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",SofÃ­a Reyes,2018,94,C#,Minor,79,79,89,16,0,5,5,Female,Hispanic (Mexican)
I Miss You (feat. Julia Michaels),Clean Bandit,2018,105,C,Minor,69,36,62,29,0,9,4,Group,White (British)
This Is America,Childish Gambino,2018,120,F,Major,85,54,46,11,0,35,13,Male,Black (American)
Freaky Friday (feat. Chris Brown),Lil Dicky,2018,133,G#,Major,75,75,59,14,0,10,22,Male,White (American)
I'm Upset,Drake,2018,150,B,Minor,89,49,58,27,0,8,34,Male,Black (Canadian)
Done for Me (feat. Kehlani),Charlie Puth,2018,112,F#,Minor,85,69,63,19,0,6,7,Male,White (American)
Be Careful,Cardi B,2018,152,F#,Minor,82,53,56,2,0,9,41,Female,Black (American)
Youngblood,5 Seconds of Summer,2018,120,G,Minor,59,15,85,1,0,12,46,Group,Multiracial
Boo'd Up,Ella Mai,2018,81,A#,Minor,56,23,77,8,0,7,5,Female,Black (British-Jamaican)
Sin Pijama,Becky G,2018,94,B,Minor,79,82,74,35,0,10,4,Female,Hispanic (Mexican)
Paradise,George Ezra,2018,138,B,Major,64,91,88,20,0,21,3,Male,White (British)
Sick Boy,The Chainsmokers,2018,89,B,Minor,66,45,57,10,0,12,5,Group,White (American)
Everyday,Logic,2018,149,C#,Major,66,42,74,4,0,7,3,Male,Multiracial
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,2018,124,C,Major,85,44,54,56,0,13,5,Group,Multiracial
This Is Me,Keala Settle,2018,191,D,Major,28,10,70,0,0,4,18,Female,White (American)
No Brainer,DJ Khaled,2018,135,C,Major,55,63,76,7,0,8,34,Male,Black (American)
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,2018,173,C#,Minor,71,58,83,1,0,11,15,Group,Black (American)
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2018,203,C#,Major,74,11,34,0,0,8,33,Male,Black (American)
Make Me Feel,Janelle MonÃ¡e,2018,115,C#,Major,85,69,41,13,0,33,18,Female,Black (American)
I'll Be There,Jess Glynne,2018,100,G,Major,62,40,85,2,0,12,4,Female,White (British)
Old Town Road - Remix,Lil Nas X,2019,136,F#,Major,87,63,61,5,0,11,10,Male,Black (American)
bad guy,Billie Eilish,2019,135,G,Major,70,56,42,32,13,10,37,Female,White (American)
SeÃ±orita,Shawn Mendes,2019,116,A,Minor,75,74,54,3,0,8,2,Male,Multiracial
Cruel Summer,Taylor Swift,2019,169,A,Major,55,56,70,11,0,10,15,Female,White (American)
Circles,Post Malone,2019,120,C,Major,69,55,76,19,0,8,3,Male,White (American)
Let Me Down Slowly,Alec Benjamin,2019,150,C#,Minor,65,48,55,74,0,12,3,Male,White (American)
Without Me,Halsey,2019,136,F#,Major,75,53,48,29,0,9,7,Female,White (American)
lovely (with Khalid),Billie Eilish,2019,115,E,Minor,35,12,29,93,0,9,3,Female,White (American)
SICKO MODE,Travis Scott,2019,155,G#,Major,83,44,73,0,0,12,22,Male,Black (American)
Lost in the Fire (feat. The Weeknd),Gesaffelstein,2019,100,D,Major,65,16,67,9,0,11,3,Male,White (French)
Someone You Loved,Lewis Capaldi,2019,109,C#,Major,50,44,40,75,0,10,3,Male,White (Scottish)
Doin' Time,Lana Del Rey,2019,144,G,Minor,64,52,55,40,0,9,3,Female,White (American)
MIDDLE CHILD,J. Cole,2019,123,G#,Major,83,46,36,14,0,27,27,Male,Black (American)
Lover,Taylor Swift,2019,68,G,Major,35,45,54,49,0,11,9,Female,White (American)
when the party's over,Billie Eilish,2019,82,E,Major,36,19,11,97,0,8,9,Female,White (American)
Wow.,Post Malone,2019,99,B,Minor,82,38,53,13,0,10,20,Male,White (American)
Sucker,Jonas Brothers,2019,137,C#,Minor,84,95,73,4,0,10,5,Group,White (American)
Lose You To Love Me,Selena Gomez,2019,102,E,Major,48,9,34,55,0,21,4,Female,Hispanic (Mexican-Italian)
"thank u, next",Ariana Grande,2019,106,C#,Major,71,41,65,22,0,10,6,Female,White (Italian-American)
High Hopes,Panic! At The Disco,2019,82,F,Major,57,68,90,19,0,6,6,Group,White (American)
You Need To Calm Down,Taylor Swift,2019,85,D,Major,77,71,67,0,0,6,5,Female,White (American)
Better Now,Post Malone,2019,145,A#,Major,68,34,57,33,0,13,4,Male,White (American)
a lot,21 Savage,2019,145,C#,Major,83,27,63,3,0,34,8,Male,Black (American)
Ransom,Lil Tecca,2019,179,G,Minor,74,22,64,2,0,6,28,Male,Black (American)
Sweet but Psycho,Ava Max,2019,133,C#,Major,72,62,70,6,0,16,4,Female,White (Albanian-American)
EARFQUAKE,"Tyler, The Creator",2019,79,A,Major,55,41,49,23,0,79,6,Male,Black (American)
Ride It,Regard,2019,117,G,Minor,88,88,75,17,0,10,8,Male,Albanian
Robbery,Juice WRLD,2019,79,D,Major,62,56,69,32,0,15,5,Male,White (American)
Going Bad (feat. Drake),Meek Mill,2019,86,E,Minor,88,54,49,25,0,25,9,Male,Black (American)
boyfriend (with Social House),Ariana Grande,2019,190,A#,Minor,40,70,79,11,0,15,46,Female,White (Italian-American)
Goodbyes (feat. Young Thug),Post Malone,2019,150,F,Major,54,16,65,45,0,10,8,Male,White (American)
Con Calma,Daddy Yankee,2019,93,G#,Minor,73,65,86,11,0,5,5,Male,Hispanic (Puerto Rican)
Location (feat. Burna Boy),Dave,2019,109,A,Minor,81,55,49,27,0,9,29,Male,Black (British)
MIA,Bad Bunny,2019,97,F#,Minor,81,15,53,1,0,9,6,Male,Hispanic (Puerto Rican)
Pop Out (feat. Lil Tjay),Polo G,2019,168,C#,Major,77,26,63,15,0,6,46,Male,Black (American)
Hold Me While You Wait,Lewis Capaldi,2019,106,B,Major,68,16,53,44,0,9,3,Male,White (Scottish)
Money In The Grave (Drake ft. Rick Ross),Drake,2019,100,A#,Minor,83,10,50,10,0,12,4,Male,Black (Canadian)
Piece Of Your Heart,MEDUZA,2019,124,A#,Minor,67,63,74,4,0,7,2,Group,White (Italian)
Secreto,Anuel AA,2019,91,B,Major,80,70,80,60,0,13,12,Male,Hispanic (Puerto Rican)
Don't Start Now,Dua Lipa,2019,123,B,Minor,79,67,79,1,0,9,8,Female,White (British)
Dance Monkey,Tones And I,2019,98,F#,Minor,82,51,58,69,0,14,9,Female,White (Australian)
"break up with your girlfriend, i'm bored",Ariana Grande,2019,169,F,Minor,72,33,55,4,0,10,9,Female,White (Italian-American)
Boy With Luv (feat. Halsey),BTS,2019,119,B,Minor,64,80,86,9,0,19,8,Group,Asian (South Korean)
ZEZE (feat. Travis Scott & Offset),Kodak Black,2019,98,G#,Minor,86,50,60,5,0,9,17,Male,Black (American)
Old Town Road,Lil Nas X,2019,135,C#,Major,90,50,53,5,0,10,12,Male,Black (American)
Callaita,Bad Bunny,2019,176,D,Major,61,24,62,60,0,24,30,Male,Hispanic (Puerto Rican)
Nights Like This (feat. Ty Dolla $ign),Kehlani,2019,146,G#,Major,61,29,72,36,0,15,15,Female,Black (American)
"10,000 Hours (with Justin Bieber)",Dan + Shay,2019,89,A#,Major,65,43,63,15,0,11,2,Group,White (American)
Higher Love,Kygo,2019,103,G#,Major,69,40,67,1,0,10,3,Male,White (Norwegian)
China,Anuel AA,2019,105,G,Major,78,60,80,8,0,8,8,Male,Hispanic (Puerto Rican)
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019,114,G,Minor,60,24,79,0,0,38,6,Male,White (British)
i'm so tired...,Lauv,2019,101,B,Major,54,49,73,17,0,19,23,Male,White (American)
Please Me,Cardi B,2019,133,C#,Major,74,65,56,6,0,8,8,Female,Black (American)
Don't Call Me Up,Mabel,2019,98,A,Major,67,23,88,29,0,7,14,Female,Black (British)
Kill This Love,BLACKPINK,2019,131,D,Minor,76,64,83,32,0,22,19,Group,Asian (South Korean)
3 Nights,Dominic Fike,2019,151,G,Minor,81,87,51,22,0,10,8,Male,White (American)
bury a friend,Billie Eilish,2019,120,G#,Major,90,19,38,74,16,10,33,Female,White (American)
Pure Water (with Migos),Mustard,2019,202,C,Major,68,13,55,17,0,34,12,Male,Black (American)
Truth Hurts,Lizzo,2019,158,E,Minor,71,41,62,11,0,12,11,Female,Black (American)
Calma - Remix,Pedro CapÃ³,2019,126,B,Minor,82,76,77,32,0,14,5,Male,Hispanic (Puerto Rican)
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019,93,A,Major,58,43,66,1,0,11,30,Male,Black (American)
Bohemian Rhapsody - Remastered 2011,Queen,2019,143,C,Minor,39,22,40,28,0,24,5,Group,Multiracial
Soltera (Remix),Lunay,2019,92,F,Major,79,79,78,36,0,43,4,Male,Hispanic (Puerto Rican)
Dancing With A Stranger (with Normani),Sam Smith,2019,102,G#,Major,74,34,52,45,0,22,6,Male,White (British)
Good as Hell,Lizzo,2019,95,C,Minor,68,53,91,25,0,44,8,Female,Black (American)
SOS (feat. Aloe Blacc),Avicii,2019,100,F,Minor,80,37,64,27,0,11,7,Male,White (Swedish)
Here With Me,Marshmello,2019,99,F,Minor,79,18,56,6,0,15,4,Male,White (American)
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019,95,G#,Minor,84,61,80,15,0,6,22,Male,White (French-Algerian)
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,2019,120,D,Major,89,56,51,2,0,14,42,Male,Black (American)
Adan y Eva,Paulo Londra,2019,171,C#,Major,76,72,70,32,0,7,33,Male,Hispanic (Argentinian)
Only Human,Jonas Brothers,2019,94,C,Major,79,87,49,10,0,6,7,Group,White (American)
Giant (with Rag'n'Bone Man),Calvin Harris,2019,122,C#,Minor,80,60,88,1,0,8,3,Male,White (Scottish)
So Am I,Ava Max,2019,130,F#,Major,68,62,65,7,0,35,4,Female,White (Albanian-American)
Grace,Lewis Capaldi,2019,104,E,Major,72,48,56,43,0,16,3,Male,White (Scottish)
Talk (feat. Disclosure),Khalid,2019,135,C,Major,90,34,40,5,0,5,12,Male,Black (American)
Panini,Lil Nas X,2019,153,F,Minor,70,47,59,34,0,12,7,Male,Black (American)
emotions,iann dior,2019,80,A,Major,63,16,63,1,0,14,3,Male,Multiracial
My Type,Saweetie,2019,105,D,Major,89,58,81,0,0,6,25,Female,Black (Filipino-Chinese)
Never Really Over,Katy Perry,2019,99,G#,Major,77,38,88,19,0,31,6,Female,White (American)
Leave Me Alone,Flipp Dinero,2019,150,G,Major,79,74,74,10,0,18,8,Male,Black (American)
Motivation,Normani,2019,170,E,Major,59,88,88,1,0,30,9,Female,Black (American)
Easier,5 Seconds of Summer,2019,176,F,Major,56,62,46,47,0,10,25,Group,Multiracial
Slide Away,Miley Cyrus,2019,148,F,Major,53,28,53,17,0,24,3,Female,White (American)
If I Can't Have You,Shawn Mendes,2019,123,D,Major,69,86,80,52,0,14,6,Male,White (Canadian)
I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber,2019,101,F#,Major,79,84,67,9,0,8,4,Group,White (British-Canadian)
The Git Up,Blanco Brown,2019,97,A,Major,84,81,67,6,0,27,10,Male,Black (American)
Ladbroke Grove,AJ Tracey,2019,133,B,Minor,90,72,83,9,0,10,20,Male,Black (British)
Lost Without You,Freya Ridings,2019,67,F#,Major,38,9,13,93,0,6,4,Female,White (British)
Light On,Maggie Rogers,2019,102,D,Major,65,39,56,20,0,12,5,Female,White (American)
The London (feat. J. Cole & Travis Scott),Young Thug,2019,97,E,Minor,79,17,58,2,0,13,14,Male,Black (American)
Better,Khalid,2019,98,C,Minor,69,11,58,10,31,11,6,Male,Black (American)
Clout (feat. Cardi B),Offset,2019,140,C#,Major,91,42,62,22,0,12,9,Male,Black (American)
Post Malone (feat. RANI),Sam Feldt,2019,107,G,Major,59,65,64,7,0,10,12,Male,White (Dutch)
Just You and I,Tom Walker,2019,92,A,Major,56,54,69,45,0,11,30,Male,White (British)
Good as You,Kane Brown,2019,153,G#,Major,62,76,51,40,0,14,3,Male,Black (American)
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,2019,98,C,Major,87,56,81,0,0,21,15,Female,Black (American)
gone girl,iann dior,2019,94,B,Major,67,35,71,16,0,7,2,Male,Multiracial
Mad Love,Mabel,2019,197,C,Minor,62,60,79,65,0,11,19,Female,Black (British)
Take Me Back to London (feat. Stormzy),Ed Sheeran,2019,138,G#,Minor,88,60,76,21,0,16,21,Male,White (British)
Thotiana,Blueface,2019,104,A#,Minor,90,39,38,18,0,11,26,Male,Black (American)
Blinding Lights,The Weeknd,2020,171,C#,Major,51,34,79,0,0,9,6,Male,Multiracial
cardigan,Taylor Swift,2020,130,C,Minor,61,55,58,53,0,25,4,Female,White (American)
positions,Ariana Grande,2020,144,C,Major,73,67,80,46,0,9,8,Female,White (Italian-American)
Watermelon Sugar,Harry Styles,2020,95,C,Major,54,55,81,12,0,33,4,Male,White (British)
Blueberry Faygo,Lil Mosey,2020,99,C,Major,77,34,55,20,0,13,3,Male,Multiracial
The Box,Roddy Ricch,2020,116,A#,Minor,89,64,58,10,0,79,5,Male,Black (American)
Toosie Slide,Drake,2020,81,C#,Minor,83,83,45,32,0,11,20,Male,Black (Canadian)
Party Girl,StaySolidRocky,2020,130,F#,Minor,72,62,43,74,0,9,6,Male,Black (American)
WAP (feat. Megan Thee Stallion),Cardi B,2020,133,C#,Major,93,35,45,1,0,8,37,Female,Black (American)
What You Know Bout Love,Pop Smoke,2020,83,A#,Major,70,54,54,65,0,13,35,Male,Black (American)
ROXANNE,Arizona Zervas,2020,116,F#,Minor,62,45,60,5,0,46,14,Male,White (American)
Falling,Trevor Daniel,2020,127,A#,Minor,78,23,43,12,0,8,3,Male,White (American)
august,Taylor Swift,2020,89,F,Major,53,40,62,53,0,9,3,Female,White (American)
Stuck with U (with Justin Bieber),Ariana Grande,2020,178,G#,Major,59,53,45,22,0,38,4,Female,White (Italian-American)
death bed (coffee for your head),Powfu,2020,144,G#,Minor,72,34,43,73,0,69,13,Male,White (Canadian)
Life Is Good (feat. Drake),Future,2020,142,D,Minor,67,50,60,7,0,15,48,Male,Black (American)
Rain On Me (with Ariana Grande),Lady Gaga,2020,123,A,Major,67,64,85,2,0,32,3,Female,White (American)
If the World Was Ending (feat. Julia Michaels),JP Saxe,2020,75,C#,Major,46,60,47,86,0,10,12,Male,White (Canadian)
DÃKITI,Bad Bunny,2020,109,E,Minor,73,14,57,40,0,11,5,Male,Hispanic (Puerto Rican)
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020,89,B,Major,74,49,69,24,0,10,16,Male,Black (American)
Heather,Conan Gray,2020,102,F,Major,35,27,42,58,0,32,3,Male,White (American)
everything i wanted,Billie Eilish,2020,120,F#,Minor,70,24,22,90,65,10,9,Female,White (American)
Say So,Doja Cat,2020,110,B,Minor,78,77,67,26,0,9,15,Female,Black (American)
Dynamite,BTS,2020,114,F#,Minor,74,73,76,1,0,9,9,Group,Asian (South Korean)
Mood (feat. iann dior),24kGoldn,2020,90,G,Minor,70,75,72,22,0,27,3,Male,Multiracial
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020,125,F#,Minor,82,34,58,11,0,19,20,Male,Black (American)
Roses - Imanbek Remix,SAINt JHN,2020,121,G#,Major,78,89,72,1,0,28,5,Male,Black (American)
Sunday Best,Surfaces,2020,112,F,Major,87,69,52,18,0,7,5,Group,Multiracial
Adore You,Harry Styles,2020,99,G#,Major,67,56,77,2,0,10,4,Male,White (British)
Laugh Now Cry Later (feat. Lil Durk),Drake,2020,133,C,Major,76,52,51,24,0,10,13,Male,Black (Canadian)
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2020,145,D,Minor,65,54,38,6,0,8,5,Male,White (Canadian)
Intentions (feat. Quavo),Justin Bieber,2020,147,A,Major,80,87,54,30,0,10,5,Male,White (Canadian)
Put Your Records On,Ritt Momney,2020,91,F#,Minor,39,15,49,5,0,11,5,Male,White (American)
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020,140,C#,Minor,80,46,65,25,0,11,7,Group,White (American)
Godzilla (feat. Juice WRLD),Eminem,2020,165,A#,Minor,80,82,74,14,0,29,34,Male,White (American)
HIGHEST IN THE ROOM,Travis Scott,2020,76,G,Minor,59,6,42,5,0,21,3,Male,Black (American)
No Idea,Don Toliver,2020,127,F#,Minor,65,35,63,52,0,16,8,Male,Black (American)
Supalonely (feat. Gus Dapperton),BENEE,2020,128,G,Major,86,84,63,29,0,12,5,Female,White (New Zealand)
Come & Go (with Marshmello),Juice WRLD,2020,144,C,Major,62,53,81,1,0,16,6,Male,Black (American)
UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2020,168,F#,Minor,57,39,69,0,0,17,5,Male,Hispanic (Colombian)
you broke me first,Tate McRae,2020,124,E,Major,66,8,37,78,0,9,5,Female,White (Canadian)
Break My Heart,Dua Lipa,2020,113,E,Minor,73,46,72,16,0,34,8,Female,White (British)
Ride It,Regard,2020,117,G,Minor,88,88,75,17,0,10,8,Male,Albanian
ily (i love you baby) (feat. Emilee),Surf Mesa,2020,112,B,Minor,67,33,77,6,0,39,8,Male,White (American)
Rare,Selena Gomez,2020,114,F,Major,83,63,54,20,0,10,7,Female,Hispanic (Mexican-Italian)
Holy (feat. Chance The Rapper),Justin Bieber,2020,86,F#,Major,67,37,70,19,0,8,36,Male,White (Canadian)
Savage Love (Laxed - Siren Beat),Jawsh 685,2020,150,C,Minor,76,76,48,23,0,26,8,Male,Polynesian (New Zealand)
Prisoner (feat. Dua Lipa),Miley Cyrus,2020,127,D#,Minor,78,59,67,1,0,7,4,Female,White (American)
Savage Remix (feat. BeyoncÃ©),Megan Thee Stallion,2020,84,A#,Minor,82,63,74,1,0,12,28,Female,Black (American)
After Hours,The Weeknd,2020,108,F,Minor,66,14,57,8,0,12,3,Male,Multiracial
POPSTAR (feat. Drake),DJ Khaled,2020,163,F,Minor,80,45,56,5,0,13,26,Male,Black (Palestinian)
How You Like That,BLACKPINK,2020,130,B,Major,82,35,78,6,0,5,9,Group,Asian (South Korean)
Midnight Sky,Miley Cyrus,2020,110,E,Minor,70,25,81,0,0,20,3,Female,White (American)
Yummy,Justin Bieber,2020,145,A,Minor,68,49,51,36,0,11,8,Male,White (Canadian)
Don't Start Now,Dua Lipa,2020,123,B,Minor,79,67,79,1,0,9,8,Female,White (British)
Circles,Post Malone,2020,120,C,Major,69,55,76,19,0,8,3,Male,White (American)
Before You Go,Lewis Capaldi,2020,111,D#,Major,45,18,57,60,0,8,5,Male,White (Scottish)
You should be sad,Halsey,2020,110,D,Major,59,32,58,14,0,10,2,Female,White (American)
Dance Monkey,Tones And I,2020,98,F#,Minor,82,54,59,68,0,17,9,Female,White (Australian)
Memories,Maroon 5,2020,91,B,Major,76,57,32,83,0,8,5,Group,White (American)
Therefore I Am,Billie Eilish,2020,94,B,Minor,88,71,34,21,13,5,6,Female,White (American)
That Way - Bonus Track,Lil Uzi Vert,2020,130,G,Minor,71,50,59,5,0,15,3,Male,Black (American)
34+35,Ariana Grande,2020,109,C,Major,83,48,58,23,0,24,9,Female,White (Italian-American)
Levitating (feat. DaBaby),Dua Lipa,2020,102,F#,Minor,70,91,82,0,0,6,6,Female,White (British)
THE SCOTTS,THE SCOTTS,2020,129,C,Minor,71,28,53,23,0,15,5,Group,Multiracial
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,2020,145,B,Minor,90,83,72,6,0,18,26,Male,White (American)
Breaking Me,Topic,2020,122,G#,Minor,78,66,72,22,0,12,21,Male,White (German)
Head & Heart (feat. MNEK),Joel Corry,2020,122,G#,Major,73,90,87,16,0,4,6,Male,White (British)
Mood Swings (feat. Lil Tjay),Pop Smoke,2020,179,A#,Minor,48,26,60,48,0,8,36,Male,Black (American)
In Your Eyes,The Weeknd,2020,100,G,Minor,66,71,71,0,0,7,3,Male,Multiracial
my ex's best friend (with blackbear),Machine Gun Kelly,2020,124,F,Minor,72,33,68,0,0,15,4,Male,White (American)
ON (Feat. Sia),BTS,2020,105,A,Minor,59,38,84,13,0,37,8,Group,Asian (South Korean)
MAMACITA,Black Eyed Peas,2020,105,D,Major,89,42,63,19,0,8,4,Group,Multiracial
Tusa,KAROL G,2020,101,D,Major,80,57,71,29,0,5,29,Female,Hispanic (Colombian)
Be Kind (with Halsey),Marshmello,2020,93,E,Major,63,45,63,0,0,5,4,Male,White (American)
Someone You Loved,Lewis Capaldi,2020,109,C#,Major,50,44,40,75,0,10,3,Male,White (Scottish)
Past Life (with Selena Gomez),Trevor Daniel,2020,159,D#,Major,57,28,54,10,0,17,5,Male,White (American)
Lonely (with benny blanco),Justin Bieber,2020,79,B,Minor,63,9,23,86,0,11,3,Male,White (Canadian)
Physical,Dua Lipa,2020,146,C,Major,64,74,84,1,0,10,4,Female,White (British)
July,Noah Cyrus,2020,72,A,Minor,70,32,18,86,0,7,4,Female,White (American)
HawÃ¡i,Maluma,2020,180,F#,Minor,78,55,72,18,0,6,38,Male,Hispanic (Colombian)
RITMO (Bad Boys For Life),Black Eyed Peas,2020,105,A#,Minor,72,68,70,2,0,79,5,Group,Multiracial
Sour Candy (with BLACKPINK),Lady Gaga,2020,120,A,Minor,75,78,87,6,0,48,6,Female,White (American)
Wishing Well,Juice WRLD,2020,149,A,Minor,65,8,61,0,0,26,12,Male,Black (American)
Play Date,Melanie Martinez,2020,123,F,Major,68,44,72,61,0,22,4,Female,White (American)
Know Your Worth,Khalid,2020,103,A,Minor,79,50,69,14,0,28,7,Male,Black (American)
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2020,89,D,Major,75,92,52,53,0,6,5,Male,White (American)
Ice Cream (with Selena Gomez),BLACKPINK,2020,159,A,Major,79,90,72,3,0,4,33,Group,Asian (South Korean)
bad guy,Billie Eilish,2020,135,G,Major,70,56,42,32,13,10,37,Female,White (American)
Go Crazy,Chris Brown,2020,94,C,Minor,75,58,57,31,0,25,14,Male,Black (American)
Wonder,Shawn Mendes,2020,139,C#,Minor,33,13,63,13,0,14,5,Male,White (Canadian)
TKN (feat. Travis Scott),ROSALÃA,2020,94,C,Minor,77,48,50,19,0,11,46,Female,White (Spanish)
BELIEVE IT,PARTYNEXTDOOR,2020,158,F#,Major,43,73,70,9,0,21,26,Male,Black (Canadian)
What A Man Gotta Do,Jonas Brothers,2020,113,A,Major,85,32,69,0,0,7,6,Group,White (American)
Lovesick Girls,BLACKPINK,2020,127,F#,Major,65,44,70,0,0,8,6,Group,Asian (South Korean)
Stupid Love,Lady Gaga,2020,117,G#,Major,67,79,81,0,0,27,6,Female,White (American)
Safaera,Bad Bunny,2020,96,D,Major,60,68,82,1,0,10,37,Male,Hispanic (Puerto Rican)
Take You Dancing,Jason Derulo,2020,112,D,Major,78,75,71,3,0,8,4,Male,Multiracial
Good News,Mac Miller,2020,174,C#,Minor,79,24,32,85,13,11,17,Male,White (American)
my future,Billie Eilish,2020,104,G#,Major,44,8,30,79,13,35,6,Female,White (American)
drivers license,Olivia Rodrigo,2021,143,A#,Major,58,13,43,72,0,10,6,Female,White (Filipino-American)
MONTERO (Call Me By Your Name),Lil Nas X,2021,178,G#,Minor,61,75,50,29,0,38,15,Male,Black (American)
Beggin',MÃ¥neskin,2021,134,B,Minor,71,58,80,12,0,35,5,Group,White (Italian)
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021,118,C,Major,65,59,82,2,0,9,3,Male,Multiracial
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021,90,C,Major,67,46,69,32,0,42,11,Male,White (Canadian)
Leave The Door Open,Bruno Mars,2021,148,F,Major,58,71,61,18,0,9,3,Male,Multiracial
deja vu,Olivia Rodrigo,2021,181,A,Major,43,17,61,59,0,34,11,Female,White (Filipino-American)
Good Days,SZA,2021,121,C#,Minor,43,41,65,49,0,68,5,Female,Black (American)
Bad Habits,Ed Sheeran,2021,126,B,Minor,80,59,89,4,0,36,3,Male,White (British)
STAY (with Justin Bieber),The Kid LAROI,2021,169,C#,Major,59,47,76,3,0,10,4,Male,Multiracial
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021,150,A#,Minor,74,89,69,2,0,4,6,Male,Black (American)
Kiss Me More (feat. SZA),Doja Cat,2021,110,G#,Major,76,74,70,23,0,12,2,Female,Black (American)
good 4 u,Olivia Rodrigo,2021,168,F#,Minor,55,66,66,30,0,10,20,Female,White (Filipino-American)
Heartbreak Anniversary,Giveon,2021,89,C,Major,44,54,46,52,0,30,7,Male,Black (American)
Easy On Me,Adele,2021,141,F,Major,60,13,36,57,0,13,2,Female,White (British)
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021,93,C,Major,63,20,51,27,0,8,3,Female,White (American)
Happier Than Ever,Billie Eilish,2021,81,C,Major,33,29,22,76,0,12,3,Female,White (American)
Fair Trade (with Travis Scott),Drake,2021,167,C#,Major,66,29,46,5,0,21,26,Male,Black (Canadian)
Woman,Doja Cat,2021,107,F,Minor,82,88,76,8,0,11,8,Female,Black (American)
Astronaut In The Ocean,Masked Wolf,2021,149,E,Minor,77,47,69,17,0,15,9,Male,White (Australian)
MONEY,LISA,2021,140,C#,Minor,83,39,55,16,0,15,21,Female,Asian (Korean)
Butter,BTS,2021,109,G#,Major,75,69,45,0,0,9,9,Group,Asian (South Korean)
Levitating (feat. DaBaby),Dua Lipa,2021,102,F#,Minor,70,91,82,0,0,6,6,Female,White (British)
Todo De Ti,Rauw Alejandro,2021,127,D#,Minor,78,34,71,31,0,9,5,Male,Hispanic (Puerto Rican)
34+35,Ariana Grande,2021,109,C,Major,83,48,58,23,0,24,9,Female,White (Italian-American)
telepatÃ­a,Kali Uchis,2021,83,B,Minor,65,55,52,11,0,20,5,Female,Hispanic (Colombian)
You Right,Doja Cat,2021,128,G#,Major,82,43,62,1,0,8,5,Female,Black (American)
Heat Waves,Glass Animals,2021,80,B,Major,76,53,52,44,0,9,9,Group,White (British)
Hold On,Justin Bieber,2021,139,C#,Minor,65,28,63,1,0,13,4,Male,White (Canadian)
My Universe,Coldplay,2021,104,A,Major,58,44,70,0,0,20,4,Group,White (British)
The Business,TiÃ«sto,2021,120,G#,Minor,79,23,62,41,1,11,23,Male,White (Dutch)
Need to Know,Doja Cat,2021,130,C#,Major,66,19,60,30,0,9,7,Female,Black (American)
I WANNA BE YOUR SLAVE,MÃ¥neskin,2021,132,C#,Major,75,95,60,0,0,17,3,Group,White (Italian)
Yonaguni,Bad Bunny,2021,179,C#,Major,64,44,64,27,0,13,11,Male,Hispanic (Puerto Rican)
Streets,Doja Cat,2021,90,B,Major,74,18,46,21,3,33,8,Female,Black (American)
positions,Ariana Grande,2021,144,C,Major,73,68,80,46,0,9,8,Female,White (Italian-American)
